"hanZi","unicode","gbk","pinYin","buShou","biHua","wuXing","fanTi","wuBi"
"暣","0x66a3","95b4","qì","日","14","null","暣","JRNO"
"暤","0x66a4","95b5","hào","日","14","null","暤","JRDF"
"暥","0x66a5","95b6","yàn","日","14","-","暥","JJPV"
"暦","0x66a6","95b7","lì","日","14","null","暦","DSSJ"
"暧","0x66a7","ead3","ài","日","14","火","曖","JEPC"
"暨","0x66a8","f4df","jì","日","14","木","暨","VCAG"
"暩","0x66a9","95b8","jì","日","15","null","暩","JWFI"
"暪","0x66aa","95b9","mèn","日","15","null","暪","JAMY"
"暫","0x66ab","95ba","zàn","日","15","null","null","LRJF"
"暬","0x66ac","95bb","xiè","日","15","null","暬","FWFJ"
"暭","0x66ad","95bc","hào","日","15","null","暭","JRIF"
"暮","0x66ae","c4ba","null","null",,"null","null","null"
"暯","0x66af","95bd","mù","日","14","null","暯","JAJD"
"暰","0x66b0","95be","cōng","日","15","null","暰","JTWH"
"暱","0x66b1","95bf","nì","日","14","null","暱","JAAK"
"暲","0x66b2","95c0","zhāng","日","15","null","暲","JUJH"
"暳","0x66b3","95c1","huì","日","15","null","暳","JDHV"
"暴","0x66b4","b1a9","bào pù","日","15","水","暴","JAWI"
"暵","0x66b5","95c2","hàn","日","15","null","暵","JAKW"
"暶","0x66b6","95c3","xuán","日","15","null","暶","JYTH"
"暷","0x66b7","95c4","chuán","日","15","null","暷","JGJF"
"暸","0x66b8","95c5","liáo","日","16","null","暸","JDUI"
"暹","0x66b9","e5df","xiān","辶","15","金","暹","JWYP"
"暺","0x66ba","95c6","tǎn","日","16","null","暺","JKKF"
"暻","0x66bb","95c7","jǐng","日","16","null","暻","JJYI"
"暼","0x66bc","95c8","piē","日","15","null","暼","UMIJ"
"暽","0x66bd","95c9","lín","日","16","null","暽","JOQH"
"暾","0x66be","ead5","tūn","日","16","火","暾","JYBT"
"暿","0x66bf","95ca","xī xǐ","日","16","null","暿","JFKK"
"曀","0x66c0","95cb","yì","日","16","null","曀","JFPU"
"曁","0x66c1","95cc","jì","日","16","null","曁","RXAG"
"曂","0x66c2","95cd","huàng","日","15","null","曂","JAMW"
"曃","0x66c3","95ce","dài","日","15","null","曃","JVIP"
"曄","0x66c4","95cf","yè","日","14","null","null","JAGF"
"曅","0x66c5","95d0","yè","日","15","null","曅","JAGF"
"曆","0x66c6","95d1","lì","日","16","null","null","DTTJ"
"曇","0x66c7","95d2","tán","日","16","-","null","JFFC"
"曈","0x66c8","95d3","tóng","日","16","null","曈","JUJF"
"曉","0x66c9","95d4","xiǎo","日","16","null","null","JFFQ"
"曊","0x66ca","95d5","fèi","日","16","null","曊","JXJM"
"曋","0x66cb","95d6","shěn","日","16","null","曋","JSJH"
"曌","0x66cc","95d7","zhào","日","16","null","曌","JEPA"
"曍","0x66cd","95d8","hào","日","16","null","曍","JTHF"
"曎","0x66ce","95d9","yì","日","17","null","曎","JLFF"
"曏","0x66cf","95da","xiàng","日","15","null","曏","JXTB"
"曐","0x66d0","95db","xīng","日","17","null","曐","JJJG"
"曑","0x66d1","95dc","shēn","日","17","null","曑","JJJE"
"曒","0x66d2","95dd","jiǎo","日","17","null","曒","JRYT"
"曓","0x66d3","95de","bào","日","17","null","曓","JBMF"
"曔","0x66d4","95df","jìng","日","16","null","曔","JAQT"
"曕","0x66d5","95e0","yàn","日","17","null","曕","JQDY"
"曖","0x66d6","95e1","ài","日","17","null","null","JEPT"
"曗","0x66d7","95e2","yè","日","17","null","曗","JOGW"
"曘","0x66d8","95e3","rú","日","18","null","曘","JFDJ"
"曙","0x66d9","caef","shǔ","日","17","火","曙","JLFJ"
"曚","0x66da","95e4","méng","日","17","null","曚","JAPE"
"曛","0x66db","ead6","xūn","日","18","火","曛","JTGO"
"曜","0x66dc","ead7","yào","日","18","火","曜","JNWY"
"曝","0x66dd","c6d8","pù bào","日","19","火","曝","JJAI"
"曞","0x66de","95e5","lì","日","18","null","曞","JDAY"
"曟","0x66df","95e6","chén","日","19","null","曟","JJJE"
"曠","0x66e0","95e7","kuàng","日","18","null","null","JYAW"
"曡","0x66e1","95e8","dié","日","19","null","曡","JJJG"
"曢","0x66e2","95e9","uu","日","19","null","曢","JPDI"
"曣","0x66e3","95ea","yàn","日","20","null","曣","JAUO"
"曤","0x66e4","95eb","huò","日","20","null","曤","JFWY"
"曥","0x66e5","95ec","lú","日","20","null","曥","JHAL"
"曦","0x66e6","ead8","xī","日","20","火","曦","JUGT"
"曧","0x66e7","95ed","róng","日","20","null","曧","JGKJ"
"曨","0x66e8","95ee","lóng","日","20","null","null","JUED"
"曩","0x66e9","ead9","nǎng","日","21","火","曩","JYKE"
"曪","0x66ea","95ef","luǒ","日","23","null","曪","JLXY"
"曫","0x66eb","95f0","luán","日","23","null","曫","XYXJ"
"曬","0x66ec","95f1","shài","日","23","null","null","JGMX"
"曭","0x66ed","95f2","tǎng","日","24","null","曭","JIPO"
"曮","0x66ee","95f3","yǎn","日","23","null","曮","JKKT"
"曯","0x66ef","95f4","zhú","日","25","null","曯","JNIJ"
"曰","0x66f0","d4bb","yuē","曰","4","土","曰","JHNG"
"曱","0x66f1","95f5","yuē","曰","5","null","曱","JHK"
"曲","0x66f2","c7fa","qǔ qū","丨","6","木","麯","MAD"
"曳","0x66f3","d2b7","yè","丨","6","金","曳","JXE"
"更","0x66f4","b8fc","null","null",,"null","null","null"
"曵","0x66f5","95f6","yè","曰","7","null","曵","JXYI"
"曶","0x66f6","95f7","hū hù","曰","8","null","曶","QRJF"
"曷","0x66f7","eac2","hé","曰","9","火","曷","JQWN"
"書","0x66f8","95f8","shū","曰","10","null","null","VFJF"
"曹","0x66f9","b2dc","cáo","曰","11","金","曹","GMAJ"
"曺","0x66fa","95f9","cáo","曰","10","null","曺","GMJF"
"曻","0x66fb","95fa","shēng","曰","10","null","曻","JQAH"
"曼","0x66fc","c2fc","màn","曰","11","水","曼","JLCU"
"曽","0x66fd","95fb","zēng céng","曰","11","null","曽","ULJF"
"曾","0x66fe","d4f8","zēng céng","曰","12","金","曾","ULJF"
"替","0x66ff","cce6","tì","曰","12","金","替","FWFJ"
"最","0x6700","d7ee","zuì","曰","12","木","最","JBCU"
"朁","0x6701","95fc","cǎn qián jiàn","曰","12","null","朁","AQAJ"
"朂","0x6702","95fd","xù","曰","12","null","朂","JBLB"
"會","0x6703","95fe","huì kuài","曰","13","null","null","WGLJ"
"朄","0x6704","9640","yǐn","曰","14","null","朄","JHGI"
"朅","0x6705","9641","qiè hé","曰","14","null","朅","FCJN"
"朆","0x6706","9642","fēn","曰","16","null","朆","ULJR"
"朇","0x6707","9643","bì pí","曰","22","null","朇","WGLF"
"月","0x6708","d4c2","null","null",,"null","null","null"
"有","0x6709","d3d0","yǒu yòu","月","6","土","有","DEF"
"朊","0x670a","ebc3","ruǎn","月","8","火","朊","EFQN"
"朋","0x670b","c5f3","péng","月","8","水","朋","EEG"
"朌","0x670c","9644","bān fén","月","8","-","朌","EWVN"
"服","0x670d","b7fe","fú fù","月","8","水","服","EBCY"
"朎","0x670e","9645","líng","月","9","null","朎","EWYC"
"朏","0x670f","9646","fěi kū","月","9","null","朏","EBMH"
"朐","0x6710","ebd4","qú xù chǔn","月","9","木","朐","EQKG"
"朑","0x6711","9647","tì","月","9","null","朑","EANN"
"朒","0x6712","9648","nǜ","月","10","null","朒","EMWW"
"朓","0x6713","9649","tiǎo","月","10","null","朓","EIQN"
"朔","0x6714","cbb7","shuò","月","10","火","朔","UBTE"
"朕","0x6715","ebde","zhèn","月","10","火","朕","EUDY"
"朖","0x6716","964a","lǎng","月","11","null","朖","EYVE"
"朗","0x6717","c0ca","lǎng","月","10","火","朗","YVCE"
"朘","0x6718","964b","juān zuī","月","11","null","朘","ECWT"
"朙","0x6719","964c","míng","月","11","null","朙","LWME"
"朚","0x671a","964d","huāng máng wáng","月","11","null","朚","YNJE"
"望","0x671b","cdfb","wàng","王、月","11","水","望","YNEG"
"朜","0x671c","964e","tūn","月","12","null","朜","EYBG"
"朝","0x671d","b3af","null","null",,"null","null","null"
"朞","0x671e","964f","jī","月","12","null","朞","ADWE"
"期","0x671f","c6da","qī jī","月","12","木","期","ADWE"
"朠","0x6720","9650","yīng","月","12","-","朠","EAMD"
"朡","0x6721","9651","zōng","月","13","null","朡","EQBT"
"朢","0x6722","9652","wàng","月","14","null","朢","AHNG"
"朣","0x6723","9653","tóng chuáng","月","16","null","朣","EUJF"
"朤","0x6724","9654","lǎng","月","16","null","朤","EEEE"
"朥","0x6725","9655","láo","月","16","null","朥","EOOL"
"朦","0x6726","ebfc","méng","月","17","水","朦","EAPE"
"朧","0x6727","9656","lóng","月","20","null","null","EUED"
"木","0x6728","c4be","mù","木","4","木","木","SSSS"
"朩","0x6729","9657","pìn","木","4","null","朩","SGHY"
"未","0x672a","ceb4","wèi","一、木","5","木","未","FII"
"末","0x672b","c4a9","mò","一","5","水","末","GSI"
"本","0x672c","b1be","běn","木","5","木","本","SGD"
"札","0x672d","d4fd","zhá","木","5","木","札","SNN"
"朮","0x672e","9658","zhú shù shú","木","5","null","朮","FQYI"
"术","0x672f","caf5","shù zhú shú","木","5","木","術","SYI"
"朰","0x6730","9659","null","null",,"null","null","null"
"朱","0x6731","d6ec","zhū shú","丿","6","木","硃","RII"
"朲","0x6732","965a","rén","木","6","null","朲","SWY"
"朳","0x6733","965b","bā","木","6","木","朳","SWY"
"朴","0x6734","c6d3","pǔ piáo pò pō","木","6","木","樸","SHY"
"朵","0x6735","b6e4","duǒ","几","6","木","朵","MSU"
"朶","0x6736","965c","duǒ","木","6","null","朶","ESU"
"朷","0x6737","965d","dāo tiáo mù","木","6","null","朷","SVN"
"朸","0x6738","965e","lì","木","6","null","朸","SLN"
"朹","0x6739","965f","guǐ qiú","木","6","null","朹","SVN"
"机","0x673a","bbfa","jī","木","6","木","機","SMN"
"朻","0x673b","9660","jiū","木","6","null","朻","SNHH"
"朼","0x673c","9661","bǐ","木","6","null","朼","SXN"
"朽","0x673d","d0e0","xiǔ","木","6","木","朽","SGNN"
"朾","0x673e","9662","chéng chēng","木","6","null","朾","SSH"
"朿","0x673f","9663","cì","木","6","null","朿","GMII"
"杀","0x6740","c9b1","shā","朩","6","水","殺","QSU"
"杁","0x6741","9664","rù","木","6","null","杁","STYY"
"杂","0x6742","d4d3","zá","朩","6","水","雜","VSU"
"权","0x6743","c8a8","quán","木","6","木","權","SCY"
"杄","0x6744","9665","qiān","木","7","null","杄","STFH"
"杅","0x6745","9666","yú wū","木","7","null","杅","SGFH"
"杆","0x6746","b8cb","gǎn gān","木","7","木","杆","SFH"
"杇","0x6747","9667","wū","木","7","null","杇","SFNN"
"杈","0x6748","e8be","chā chà","木","7","木","杈","SCYY"
"杉","0x6749","c9bc","shān shā","木","7","木","杉","SET"
"杊","0x674a","9668","xún","木","7","null","杊","SKH"
"杋","0x674b","9669","fán","木","7","null","杋","SMYY"
"杌","0x674c","e8bb","wù","木","7","木","杌","SGQN"
"杍","0x674d","966a","zǐ","木","7","null","杍","SBG"
"李","0x674e","c0ee","null","null",,"null","null","null"
"杏","0x674f","d0d3","null","null",,"null","null","null"
"材","0x6750","b2c4","cái","木","7","木","材","SFTT"
"村","0x6751","b4e5","null","null",,"null","null","null"
"杒","0x6752","966b","rèn ér","木","7","null","杒","SVYY"
"杓","0x6753","e8bc","sháo biāo","木","7","木","杓","SQYY"
"杔","0x6754","966c","tuō zhé","木","7","null","杔","STAN"
"杕","0x6755","966d","dì duò","木","7","-","杕","SDY"
"杖","0x6756","d5c8","zhàng","木","7","木","杖","SDYY"
"杗","0x6757","966e","máng","木","7","null","杗","YNSU"
"杘","0x6758","966f","chì","木","7","null","杘","NSI"
"杙","0x6759","9670","yì","木","7","null","杙","SAY"
"杚","0x675a","9671","gū gài","木","7","null","杚","STNN"
"杛","0x675b","9672","gōng","木","7","null","杛","SXN"
"杜","0x675c","b6c5","dù","木","7","木","杜","SFG"
"杝","0x675d","9673","yí zhì lí duò","木","7","null","杝","SBN"
"杞","0x675e","e8bd","qǐ","木","7","木","杞","SNN"
"束","0x675f","caf8","shù","一","7","金","束","GKII"
"杠","0x6760","b8dc","gàng gāng","木","7","木","杠","SAG"
"条","0x6761","ccf5","tiáo tiāo","夂","7","火","條","null"
"杢","0x6762","9674","jié","木","7","null","杢","SAF"
"杣","0x6763","9675","mián","木","7","null","杣","SMH"
"杤","0x6764","9676","wàn","木","7","null","杤","SDNN"
"来","0x6765","c0b4","lái","一","7","火","來","GOI"
"杦","0x6766","9677","jiǔ","木","7","null","杦","SQYY"
"杧","0x6767","9678","máng","木","7","null","杧","SYNN"
"杨","0x6768","d1ee","yáng","木","7","木","楊","SNRT"
"杩","0x6769","e8bf","mà mǎ","木","7","木","榪","SCG"
"杪","0x676a","e8c2","miǎo","木","8","木","杪","SITT"
"杫","0x676b","9679","sì zhǐ xǐ","木","8","null","杫","SHG"
"杬","0x676c","967a","yuán wán","木","8","null","杬","SFQN"
"杭","0x676d","babc","háng","木","8","木","杭","SYMN"
"杮","0x676e","967b","bèi fèi","木","8","null","杮","SGMH"
"杯","0x676f","b1ad","bēi","木","8","木","杯","SGIY"
"杰","0x6770","bddc","jié","木","8","木","杰","SOU"
"東","0x6771","967c","dōng","一","8","null","null","GJII"
"杲","0x6772","eabd","gǎo","木","8","木","杲","JSU"
"杳","0x6773","e8c3","yǎo","木","8","木","杳","SJF"
"杴","0x6774","967d","xiān","木","8","null","杴","SQWY"
"杵","0x6775","e8c6","chǔ","木","8","木","杵","STFH"
"杶","0x6776","967e","chūn","木","8","null","杶","SGBN"
"杷","0x6777","e8cb","pá","木","8","木","杷","SCN"
"杸","0x6778","9680","shū duì","木","8","null","杸","SMCY"
"杹","0x6779","9681","huà","木","8","null","杹","SWXN"
"杺","0x677a","9682","xīn","木","8","null","杺","SNY"
"杻","0x677b","9683","niǔ chǒu","木","8","木","杻","SNFG"
"杼","0x677c","e8cc","zhù","木","8","木","杼","SCBH"
"杽","0x677d","9684","chǒu","木","8","null","杽","SRH"
"松","0x677e","cbc9","null","null",,"null","null","null"
"板","0x677f","b0e5","null","null",,"null","null","null"
"枀","0x6780","9685","sōng","木","8","null","枀","WCSU"
"极","0x6781","bcab","jí","木","7","木","極","SEYY"
"枂","0x6782","9686","wò yuè","木","8","null","枂","SEG"
"枃","0x6783","9687","jìn","木","8","null","枃","SQUG"
"构","0x6784","b9b9","gòu","木","8","木","構","SQCY"
"枅","0x6785","9688","jī","木","8","null","枅","SGAH"
"枆","0x6786","9689","máo","木","8","null","枆","STFN"
"枇","0x6787","e8c1","pí","木","8","木","枇","SXXN"
"枈","0x6788","968a","pī mì","木","8","null","枈","XXSU"
"枉","0x6789","cdf7","wǎng","木","8","木","枉","SGG"
"枊","0x678a","968b","àng","木","8","木","枊","SQBH"
"枋","0x678b","e8ca","fāng bìng","木","8","木","枋","SYN"
"枌","0x678c","968c","fén","木","8","null","枌","SWVN"
"枍","0x678d","968d","yì","木","8","null","枍","SWGN"
"枎","0x678e","968e","fū fú","木","8","null","枎","SFWY"
"枏","0x678f","968f","nán","木","8","null","枏","SMFG"
"析","0x6790","cef6","xī","木","8","木","析","SRH"
"枑","0x6791","9690","hù dǐ","木","8","null","枑","SGXG"
"枒","0x6792","9691","yā","木","8","null","枒","SAHT"
"枓","0x6793","9692","dǒu","木","8","null","枓","SUFH"
"枔","0x6794","9693","xín","木","8","null","枔","SWYN"
"枕","0x6795","d5ed","zhěn","木","8","木","枕","SPQN"
"枖","0x6796","9694","yāo yǎo","木","8","null","枖","STDY"
"林","0x6797","c1d6","lín","木","8","木","林","SSY"
"枘","0x6798","e8c4","ruì","木","8","木","枘","SMWY"
"枙","0x6799","9695","ě è","木","8","null","枙","SDBN"
"枚","0x679a","c3b6","méi","木","8","木","枚","STY"
"枛","0x679b","9696","zhào","木","8","null","枛","SRHY"
"果","0x679c","b9fb","guǒ","丨、木","8","木","果","JSI"
"枝","0x679d","d6a6","zhī qí","木","8","木","枝","SFCY"
"枞","0x679e","e8c8","cōng zōng","木","8","木","樅","SWWY"
"枟","0x679f","9697","yùn","木","8","null","枟","SFCY"
"枠","0x67a0","9698","huà","木","8","null","枠","SVFH"
"枡","0x67a1","9699","shēng","木","8","null","枡","STAH"
"枢","0x67a2","cae0","shū","木","8","木","樞","SAQY"
"枣","0x67a3","d4e6","null","null",,"null","null","null"
"枤","0x67a4","969a","dì duò","木","8","null","枤","SDY"
"枥","0x67a5","e8c0","lì","木","8","木","櫪","SDLN"
"枦","0x67a6","969b","lú","木","8","null","枦","SYNT"
"枧","0x67a7","e8c5","jiǎn","木","8","木","梘","SMQN"
"枨","0x67a8","e8c7","chéng","木","8","木","棖","STAY"
"枩","0x67a9","969c","sōng","木","8","null","枩","SWCU"
"枪","0x67aa","c7b9","qiāng","木","8","木","槍","SWBN"
"枫","0x67ab","b7e3","null","null",,"null","null","null"
"枬","0x67ac","969d","zhān","木","8","null","枬","SMYG"
"枭","0x67ad","e8c9","xiāo","木","8","木","梟","QYNS"
"枮","0x67ae","969e","xiān zhēn","木","9","null","枮","SHKG"
"枯","0x67af","bfdd","kū","木","9","金","枯","SDG"
"枰","0x67b0","e8d2","píng","木","9","木","枰","SGUH"
"枱","0x67b1","969f","tái sì","木","9","null","枱","SCKG"
"枲","0x67b2","96a0","xǐ","木","9","null","枲","CKSU"
"枳","0x67b3","e8d7","zhǐ","木","9","木","枳","SKWY"
"枴","0x67b4","96a1","guǎi","木","9","null","枴","SKVN"
"枵","0x67b5","e8d5","xiāo","木","9","木","枵","SKGN"
"架","0x67b6","bcdc","jià","木","9","木","架","LKSU"
"枷","0x67b7","bccf","jiā","木","9","木","枷","SLKG"
"枸","0x67b8","e8db","gǒu jǔ gōu","木","9","木","枸","SQKG"
"枹","0x67b9","96a2","bāo fú","木","9","木","枹","SQNN"
"枺","0x67ba","96a3","mò","木","9","null","枺","SGSY"
"枻","0x67bb","96a4","yì xiè","木","9","null","枻","null"
"枼","0x67bc","96a5","yè","木","9","null","枼","ANSU"
"枽","0x67bd","96a6","yè","木","10","null","枽","FASU"
"枾","0x67be","96a7","shì","木","9","null","枾","SFJG"
"枿","0x67bf","96a8","niè","木","9","null","枿","SFAH"
"柀","0x67c0","96a9","bǐ","木","9","null","柀","SHCY"
"柁","0x67c1","e8de","tuó duò","木","9","木","柁","null"
"柂","0x67c2","96aa","yí duò lí","木","9","null","柂","STBN"
"柃","0x67c3","e8da","líng","木","9","木","柃","SWYC"
"柄","0x67c4","b1fa","bǐng","木","9","木","柄","SGMW"
"柅","0x67c5","96ab","nǐ chì","木","9","null","柅","SNXN"
"柆","0x67c6","96ac","lā","木","9","null","柆","SUG"
"柇","0x67c7","96ad","hé","木","9","null","柇","STY"
"柈","0x67c8","96ae","pán bàn","木","9","木","柈","SUFH"
"柉","0x67c9","96af","fán","木","8","null","柉","STPY"
"柊","0x67ca","96b0","zhōng","木","9","null","柊","null"
"柋","0x67cb","96b1","dài","木","9","null","柋","WASU"
"柌","0x67cc","96b2","cí","木","9","null","柌","SNGK"
"柍","0x67cd","96b3","yǎng yàng yāng yīng","木","9","null","柍","SMDY"
"柎","0x67ce","96b4","fù fū fǔ","木","9","null","柎","SWFY"
"柏","0x67cf","b0d8","null","null",,"null","null","null"
"某","0x67d0","c4b3","mǒu","甘","9","水","某","AFSU"
"柑","0x67d1","b8cc","gān","木","9","木","柑","SAFG"
"柒","0x67d2","c6e2","qī","木","9","水","柒","IASU"
"染","0x67d3","c8be","rǎn","木","9","水","染","IVSU"
"柔","0x67d4","c8e1","róu","矛、木","9","金","柔","CBTS"
"柕","0x67d5","96b5","mào","木","9","null","柕","SCBT"
"柖","0x67d6","96b6","sháo shào","木","9","null","柖","SVKG"
"柗","0x67d7","96b7","sōng","木","9","null","柗","SWKG"
"柘","0x67d8","e8cf","null","null",,"null","null","null"
"柙","0x67d9","e8d4","xiá","木","9","木","柙","SLH"
"柚","0x67da","e8d6","yòu yóu","木","9","木","柚","SMG"
"柛","0x67db","96b8","shēn","木","9","null","柛","SJHH"
"柜","0x67dc","b9f1","guì jǔ","木","8","木","櫃","SANG"
"柝","0x67dd","e8d8","tuò","木","9","木","柝","SRYY"
